movement_id,movement_date,product_id,movement_type,quantity,reference_id,notes
296,2025-11-20,16,SALE,10,93,Inventory reduction due to customer order
297,2025-11-20,23,SALE,2,93,Inventory reduction due to customer order
718,2025-11-20,14,SALE,9,272,Inventory reduction due to customer order
719,2025-11-20,23,SALE,10,272,Inventory reduction due to customer order
720,2025-11-20,13,SALE,5,272,Inventory reduction due to customer order
721,2025-11-20,3,SALE,5,272,Inventory reduction due to customer order
960,2025-11-20,12,SALE,8,379,Inventory reduction due to customer order
1116,2025-11-20,27,SALE,6,450,Inventory reduction due to customer order
1117,2025-11-20,21,SALE,6,450,Inventory reduction due to customer order
1118,2025-11-20,4,SALE,9,450,Inventory reduction due to customer order
1119,2025-11-20,15,SALE,5,450,Inventory reduction due to customer order
201,2025-11-21,5,SALE,3,47,Inventory reduction due to customer order
688,2025-11-21,27,SALE,6,259,Inventory reduction due to customer order
689,2025-11-21,7,SALE,6,259,Inventory reduction due to customer order
690,2025-11-21,16,SALE,10,259,Inventory reduction due to customer order
691,2025-11-21,9,SALE,10,259,Inventory reduction due to customer order
993,2025-11-21,12,SALE,9,395,Inventory reduction due to customer order
409,2025-11-22,12,SALE,1,145,Inventory reduction due to customer order
410,2025-11-22,13,SALE,3,145,Inventory reduction due to customer order
411,2025-11-22,19,SALE,6,145,Inventory reduction due to customer order
444,2025-11-23,16,SALE,10,158,Inventory reduction due to customer order
445,2025-11-23,15,SALE,6,158,Inventory reduction due to customer order
446,2025-11-23,7,SALE,6,158,Inventory reduction due to customer order
447,2025-11-23,11,SALE,3,158,Inventory reduction due to customer order
535,2025-11-23,18,SALE,1,191,Inventory reduction due to customer order
562,2025-11-23,16,SALE,6,205,Inventory reduction due to customer order
563,2025-11-23,7,SALE,1,205,Inventory reduction due to customer order
717,2025-11-23,9,SALE,4,271,Inventory reduction due to customer order
976,2025-11-23,17,SALE,9,385,Inventory reduction due to customer order
977,2025-11-23,3,SALE,7,385,Inventory reduction due to customer order
989,2025-11-23,18,SALE,4,393,Inventory reduction due to customer order
990,2025-11-23,3,SALE,7,393,Inventory reduction due to customer order
991,2025-11-23,19,SALE,8,393,Inventory reduction due to customer order
334,2025-11-24,23,SALE,2,107,Inventory reduction due to customer order
335,2025-11-24,21,SALE,1,107,Inventory reduction due to customer order
336,2025-11-24,14,SALE,3,107,Inventory reduction due to customer order
337,2025-11-24,10,SALE,8,107,Inventory reduction due to customer order
814,2025-11-25,26,SALE,8,317,Inventory reduction due to customer order
815,2025-11-25,13,SALE,2,317,Inventory reduction due to customer order
816,2025-11-25,16,SALE,7,317,Inventory reduction due to customer order
1096,2025-11-25,28,SALE,8,441,Inventory reduction due to customer order
306,2025-11-26,26,SALE,1,97,Inventory reduction due to customer order
307,2025-11-26,5,SALE,9,97,Inventory reduction due to customer order
308,2025-11-26,18,SALE,6,97,Inventory reduction due to customer order
362,2025-11-26,27,SALE,9,120,Inventory reduction due to customer order
363,2025-11-26,5,SALE,7,120,Inventory reduction due to customer order
364,2025-11-26,22,SALE,6,120,Inventory reduction due to customer order
592,2025-11-26,19,SALE,9,218,Inventory reduction due to customer order
593,2025-11-26,28,SALE,4,218,Inventory reduction due to customer order
594,2025-11-26,4,SALE,10,218,Inventory reduction due to customer order
338,2025-11-27,14,SALE,7,108,Inventory reduction due to customer order
339,2025-11-27,19,SALE,2,108,Inventory reduction due to customer order
673,2025-11-27,25,SALE,4,253,Inventory reduction due to customer order
318,2025-11-28,15,SALE,5,102,Inventory reduction due to customer order
319,2025-11-28,11,SALE,10,102,Inventory reduction due to customer order
320,2025-11-28,6,SALE,2,102,Inventory reduction due to customer order
321,2025-11-28,12,SALE,3,102,Inventory reduction due to customer order
560,2025-11-28,2,SALE,7,204,Inventory reduction due to customer order
561,2025-11-28,9,SALE,10,204,Inventory reduction due to customer order
755,2025-11-28,27,SALE,1,290,Inventory reduction due to customer order
756,2025-11-28,23,SALE,6,290,Inventory reduction due to customer order
757,2025-11-28,20,SALE,2,290,Inventory reduction due to customer order
1075,2025-11-28,3,SALE,2,430,Inventory reduction due to customer order
1076,2025-11-28,9,SALE,1,430,Inventory reduction due to customer order
1077,2025-11-28,8,SALE,7,430,Inventory reduction due to customer order
1078,2025-11-28,12,SALE,9,430,Inventory reduction due to customer order
278,2025-11-29,13,SALE,6,84,Inventory reduction due to customer order
279,2025-11-29,15,SALE,7,84,Inventory reduction due to customer order
450,2025-11-29,28,SALE,3,160,Inventory reduction due to customer order
451,2025-11-29,20,SALE,10,160,Inventory reduction due to customer order
452,2025-11-29,14,SALE,4,160,Inventory reduction due to customer order
453,2025-11-29,8,SALE,8,160,Inventory reduction due to customer order
761,2025-11-29,4,SALE,1,292,Inventory reduction due to customer order
762,2025-11-29,1,SALE,3,292,Inventory reduction due to customer order
911,2025-11-29,22,SALE,3,358,Inventory reduction due to customer order
912,2025-11-29,21,SALE,6,358,Inventory reduction due to customer order
242,2025-11-30,1,SALE,3,67,Inventory reduction due to customer order
243,2025-11-30,24,SALE,8,67,Inventory reduction due to customer order
244,2025-11-30,5,SALE,6,67,Inventory reduction due to customer order
245,2025-11-30,14,SALE,7,67,Inventory reduction due to customer order
835,2025-11-30,29,SALE,7,324,Inventory reduction due to customer order
836,2025-11-30,14,SALE,10,324,Inventory reduction due to customer order
837,2025-11-30,9,SALE,8,324,Inventory reduction due to customer order
907,2025-11-30,10,SALE,2,357,Inventory reduction due to customer order
908,2025-11-30,9,SALE,1,357,Inventory reduction due to customer order
909,2025-11-30,15,SALE,6,357,Inventory reduction due to customer order
910,2025-11-30,2,SALE,7,357,Inventory reduction due to customer order
375,2025-12-01,3,SALE,5,127,Inventory reduction due to customer order
376,2025-12-01,25,SALE,9,127,Inventory reduction due to customer order
377,2025-12-01,6,SALE,7,127,Inventory reduction due to customer order
637,2025-12-01,4,SALE,3,239,Inventory reduction due to customer order
704,2025-12-01,5,SALE,3,264,Inventory reduction due to customer order
705,2025-12-01,13,SALE,2,264,Inventory reduction due to customer order
706,2025-12-01,25,SALE,10,264,Inventory reduction due to customer order
1130,2025-12-01,14,ADJUSTMENT,-5,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
604,2025-12-02,15,SALE,5,225,Inventory reduction due to customer order
605,2025-12-02,12,SALE,3,225,Inventory reduction due to customer order
606,2025-12-02,25,SALE,3,225,Inventory reduction due to customer order
751,2025-12-02,15,SALE,9,289,Inventory reduction due to customer order
752,2025-12-02,11,SALE,4,289,Inventory reduction due to customer order
753,2025-12-02,14,SALE,5,289,Inventory reduction due to customer order
754,2025-12-02,4,SALE,5,289,Inventory reduction due to customer order
1127,2025-12-02,24,ADJUSTMENT,10,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
385,2025-12-03,2,SALE,4,132,Inventory reduction due to customer order
544,2025-12-03,20,SALE,1,196,Inventory reduction due to customer order
545,2025-12-03,25,SALE,4,196,Inventory reduction due to customer order
546,2025-12-03,30,SALE,2,196,Inventory reduction due to customer order
547,2025-12-03,29,SALE,1,196,Inventory reduction due to customer order
314,2025-12-04,28,SALE,10,100,Inventory reduction due to customer order
315,2025-12-04,18,SALE,9,100,Inventory reduction due to customer order
316,2025-12-04,25,SALE,10,100,Inventory reduction due to customer order
317,2025-12-04,27,SALE,1,100,Inventory reduction due to customer order
669,2025-12-04,18,SALE,1,251,Inventory reduction due to customer order
670,2025-12-04,27,SALE,9,251,Inventory reduction due to customer order
671,2025-12-04,25,SALE,7,251,Inventory reduction due to customer order
914,2025-12-04,9,SALE,8,360,Inventory reduction due to customer order
915,2025-12-04,27,SALE,3,360,Inventory reduction due to customer order
916,2025-12-04,13,SALE,3,360,Inventory reduction due to customer order
917,2025-12-04,23,SALE,3,360,Inventory reduction due to customer order
891,2025-12-06,13,SALE,5,351,Inventory reduction due to customer order
291,2025-12-07,16,SALE,8,91,Inventory reduction due to customer order
793,2025-12-07,28,SALE,3,308,Inventory reduction due to customer order
794,2025-12-07,25,SALE,6,308,Inventory reduction due to customer order
795,2025-12-07,19,SALE,4,308,Inventory reduction due to customer order
796,2025-12-07,2,SALE,2,308,Inventory reduction due to customer order
700,2025-12-08,1,SALE,2,263,Inventory reduction due to customer order
701,2025-12-08,23,SALE,3,263,Inventory reduction due to customer order
702,2025-12-08,11,SALE,2,263,Inventory reduction due to customer order
703,2025-12-08,27,SALE,7,263,Inventory reduction due to customer order
392,2025-12-09,27,SALE,8,138,Inventory reduction due to customer order
393,2025-12-09,21,SALE,3,138,Inventory reduction due to customer order
394,2025-12-09,6,SALE,2,138,Inventory reduction due to customer order
1045,2025-12-09,2,SALE,5,417,Inventory reduction due to customer order
1046,2025-12-09,6,SALE,9,417,Inventory reduction due to customer order
423,2025-12-10,12,SALE,9,150,Inventory reduction due to customer order
628,2025-12-10,23,SALE,7,235,Inventory reduction due to customer order
629,2025-12-10,14,SALE,8,235,Inventory reduction due to customer order
941,2025-12-10,7,SALE,7,370,Inventory reduction due to customer order
942,2025-12-10,4,SALE,8,370,Inventory reduction due to customer order
213,2025-12-11,20,SALE,10,53,Inventory reduction due to customer order
214,2025-12-11,24,SALE,8,53,Inventory reduction due to customer order
215,2025-12-11,27,SALE,8,53,Inventory reduction due to customer order
683,2025-12-11,13,SALE,2,257,Inventory reduction due to customer order
684,2025-12-11,15,SALE,9,257,Inventory reduction due to customer order
685,2025-12-11,3,SALE,6,257,Inventory reduction due to customer order
686,2025-12-11,21,SALE,8,257,Inventory reduction due to customer order
797,2025-12-11,12,SALE,3,309,Inventory reduction due to customer order
798,2025-12-11,11,SALE,6,309,Inventory reduction due to customer order
494,2025-12-12,12,SALE,8,174,Inventory reduction due to customer order
786,2025-12-12,25,SALE,9,305,Inventory reduction due to customer order
787,2025-12-12,4,SALE,2,305,Inventory reduction due to customer order
958,2025-12-12,9,SALE,3,378,Inventory reduction due to customer order
959,2025-12-12,25,SALE,5,378,Inventory reduction due to customer order
482,2025-12-13,17,SALE,8,170,Inventory reduction due to customer order
483,2025-12-13,25,SALE,3,170,Inventory reduction due to customer order
484,2025-12-13,20,SALE,4,170,Inventory reduction due to customer order
485,2025-12-13,30,SALE,6,170,Inventory reduction due to customer order
280,2025-12-14,20,SALE,6,85,Inventory reduction due to customer order
281,2025-12-14,14,SALE,8,85,Inventory reduction due to customer order
282,2025-12-14,9,SALE,4,85,Inventory reduction due to customer order
283,2025-12-14,2,SALE,2,85,Inventory reduction due to customer order
313,2025-12-14,12,SALE,9,99,Inventory reduction due to customer order
367,2025-12-14,17,SALE,9,122,Inventory reduction due to customer order
810,2025-12-14,3,SALE,10,316,Inventory reduction due to customer order
811,2025-12-14,10,SALE,4,316,Inventory reduction due to customer order
812,2025-12-14,27,SALE,1,316,Inventory reduction due to customer order
813,2025-12-14,22,SALE,3,316,Inventory reduction due to customer order
973,2025-12-14,20,SALE,10,384,Inventory reduction due to customer order
974,2025-12-14,2,SALE,8,384,Inventory reduction due to customer order
975,2025-12-14,25,SALE,9,384,Inventory reduction due to customer order
41,2025-12-15,8,RESTOCK,119,RESTOCK_2025-12-15,Scheduled supplier restock
42,2025-12-15,19,RESTOCK,41,RESTOCK_2025-12-15,Scheduled supplier restock
43,2025-12-15,22,RESTOCK,68,RESTOCK_2025-12-15,Scheduled supplier restock
44,2025-12-15,23,RESTOCK,96,RESTOCK_2025-12-15,Scheduled supplier restock
45,2025-12-15,26,RESTOCK,90,RESTOCK_2025-12-15,Scheduled supplier restock
696,2025-12-15,9,SALE,3,261,Inventory reduction due to customer order
697,2025-12-15,3,SALE,7,261,Inventory reduction due to customer order
698,2025-12-15,12,SALE,4,261,Inventory reduction due to customer order
1133,2025-12-15,22,ADJUSTMENT,5,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
373,2025-12-16,28,SALE,1,126,Inventory reduction due to customer order
374,2025-12-16,9,SALE,6,126,Inventory reduction due to customer order
804,2025-12-16,10,SALE,1,312,Inventory reduction due to customer order
162,2025-12-17,30,SALE,7,29,Inventory reduction due to customer order
370,2025-12-17,22,SALE,8,124,Inventory reduction due to customer order
371,2025-12-17,24,SALE,5,124,Inventory reduction due to customer order
372,2025-12-17,8,SALE,4,124,Inventory reduction due to customer order
252,2025-12-19,20,SALE,10,72,Inventory reduction due to customer order
253,2025-12-19,22,SALE,4,72,Inventory reduction due to customer order
254,2025-12-19,8,SALE,5,72,Inventory reduction due to customer order
255,2025-12-19,16,SALE,5,72,Inventory reduction due to customer order
505,2025-12-19,30,SALE,7,179,Inventory reduction due to customer order
506,2025-12-19,2,SALE,3,179,Inventory reduction due to customer order
838,2025-12-19,2,SALE,4,325,Inventory reduction due to customer order
839,2025-12-19,13,SALE,8,325,Inventory reduction due to customer order
840,2025-12-19,29,SALE,6,325,Inventory reduction due to customer order
841,2025-12-19,11,SALE,6,325,Inventory reduction due to customer order
148,2025-12-20,30,SALE,2,21,Inventory reduction due to customer order
149,2025-12-20,28,SALE,3,21,Inventory reduction due to customer order
969,2025-12-20,24,SALE,2,382,Inventory reduction due to customer order
970,2025-12-20,17,SALE,1,382,Inventory reduction due to customer order
1070,2025-12-20,9,SALE,7,428,Inventory reduction due to customer order
1071,2025-12-20,10,SALE,2,428,Inventory reduction due to customer order
1072,2025-12-20,19,SALE,8,428,Inventory reduction due to customer order
1073,2025-12-20,12,SALE,2,428,Inventory reduction due to customer order
776,2025-12-21,1,SALE,5,299,Inventory reduction due to customer order
777,2025-12-21,29,SALE,8,299,Inventory reduction due to customer order
871,2025-12-21,12,SALE,5,341,Inventory reduction due to customer order
872,2025-12-21,8,SALE,6,341,Inventory reduction due to customer order
878,2025-12-21,11,SALE,1,345,Inventory reduction due to customer order
879,2025-12-21,21,SALE,8,345,Inventory reduction due to customer order
1131,2025-12-21,26,ADJUSTMENT,5,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
231,2025-12-23,28,SALE,5,63,Inventory reduction due to customer order
232,2025-12-23,3,SALE,6,63,Inventory reduction due to customer order
564,2025-12-23,30,SALE,4,206,Inventory reduction due to customer order
565,2025-12-23,8,SALE,4,206,Inventory reduction due to customer order
566,2025-12-23,23,SALE,6,206,Inventory reduction due to customer order
567,2025-12-23,20,SALE,7,206,Inventory reduction due to customer order
807,2025-12-23,22,SALE,2,315,Inventory reduction due to customer order
808,2025-12-23,10,SALE,7,315,Inventory reduction due to customer order
809,2025-12-23,8,SALE,9,315,Inventory reduction due to customer order
1123,2025-12-23,13,ADJUSTMENT,-5,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
137,2025-12-24,22,SALE,10,16,Inventory reduction due to customer order
138,2025-12-24,24,SALE,5,16,Inventory reduction due to customer order
139,2025-12-24,29,SALE,9,16,Inventory reduction due to customer order
140,2025-12-24,6,SALE,5,16,Inventory reduction due to customer order
146,2025-12-24,5,SALE,1,20,Inventory reduction due to customer order
147,2025-12-24,21,SALE,7,20,Inventory reduction due to customer order
736,2025-12-26,24,SALE,8,283,Inventory reduction due to customer order
737,2025-12-26,20,SALE,10,283,Inventory reduction due to customer order
738,2025-12-26,8,SALE,4,283,Inventory reduction due to customer order
901,2025-12-26,12,SALE,7,355,Inventory reduction due to customer order
902,2025-12-26,23,SALE,3,355,Inventory reduction due to customer order
1094,2025-12-27,27,SALE,6,440,Inventory reduction due to customer order
1095,2025-12-27,20,SALE,2,440,Inventory reduction due to customer order
141,2025-12-28,15,SALE,9,17,Inventory reduction due to customer order
142,2025-12-28,22,SALE,3,17,Inventory reduction due to customer order
143,2025-12-28,7,SALE,5,17,Inventory reduction due to customer order
206,2025-12-28,6,SALE,4,50,Inventory reduction due to customer order
880,2025-12-28,16,SALE,2,346,Inventory reduction due to customer order
881,2025-12-28,26,SALE,10,346,Inventory reduction due to customer order
416,2025-12-29,7,SALE,2,148,Inventory reduction due to customer order
417,2025-12-29,4,SALE,3,148,Inventory reduction due to customer order
418,2025-12-29,5,SALE,2,148,Inventory reduction due to customer order
419,2025-12-29,28,SALE,6,148,Inventory reduction due to customer order
709,2025-12-30,25,SALE,10,266,Inventory reduction due to customer order
710,2025-12-30,4,SALE,6,266,Inventory reduction due to customer order
980,2025-12-30,4,SALE,6,387,Inventory reduction due to customer order
121,2025-12-31,12,SALE,4,11,Inventory reduction due to customer order
122,2025-12-31,10,SALE,1,11,Inventory reduction due to customer order
123,2025-12-31,27,SALE,7,11,Inventory reduction due to customer order
124,2025-12-31,26,SALE,5,11,Inventory reduction due to customer order
161,2025-12-31,13,SALE,6,28,Inventory reduction due to customer order
274,2025-12-31,30,SALE,7,83,Inventory reduction due to customer order
275,2025-12-31,23,SALE,3,83,Inventory reduction due to customer order
276,2025-12-31,10,SALE,1,83,Inventory reduction due to customer order
277,2025-12-31,21,SALE,8,83,Inventory reduction due to customer order
378,2025-12-31,14,SALE,1,128,Inventory reduction due to customer order
778,2025-12-31,12,SALE,3,301,Inventory reduction due to customer order
779,2025-12-31,30,SALE,4,301,Inventory reduction due to customer order
780,2025-12-31,27,SALE,6,301,Inventory reduction due to customer order
781,2025-12-31,28,SALE,10,301,Inventory reduction due to customer order
997,2025-12-31,21,SALE,6,397,Inventory reduction due to customer order
998,2025-12-31,5,SALE,9,397,Inventory reduction due to customer order
999,2025-12-31,10,SALE,3,397,Inventory reduction due to customer order
556,2026-01-01,26,SALE,1,202,Inventory reduction due to customer order
557,2026-01-01,15,SALE,7,202,Inventory reduction due to customer order
1035,2026-01-01,16,SALE,10,414,Inventory reduction due to customer order
1036,2026-01-01,26,SALE,9,414,Inventory reduction due to customer order
1037,2026-01-01,29,SALE,8,414,Inventory reduction due to customer order
732,2026-01-02,8,SALE,1,279,Inventory reduction due to customer order
1038,2026-01-02,7,SALE,3,415,Inventory reduction due to customer order
1039,2026-01-02,5,SALE,10,415,Inventory reduction due to customer order
1040,2026-01-02,6,SALE,4,415,Inventory reduction due to customer order
287,2026-01-03,9,SALE,3,88,Inventory reduction due to customer order
550,2026-01-03,8,SALE,3,199,Inventory reduction due to customer order
551,2026-01-03,10,SALE,4,199,Inventory reduction due to customer order
552,2026-01-03,29,SALE,5,199,Inventory reduction due to customer order
1028,2026-01-03,2,SALE,4,410,Inventory reduction due to customer order
1029,2026-01-03,22,SALE,6,410,Inventory reduction due to customer order
1122,2026-01-03,4,ADJUSTMENT,5,MANUAL_ADJUSTMENT,Manual stock correction after warehouse count
743,2026-01-04,5,SALE,5,285,Inventory reduction due to customer order
981,2026-01-05,2,SALE,6,388,Inventory reduction due to customer order
982,2026-01-05,22,SALE,2,388,Inventory reduction due to customer order
498,2026-01-06,21,SALE,1,176,Inventory reduction due to customer order
499,2026-01-06,8,SALE,7,176,Inventory reduction due to customer order
739,2026-01-06,1,SALE,1,284,Inventory reduction due to customer order
740,2026-01-06,8,SALE,1,284,Inventory reduction due to customer order
741,2026-01-06,18,SALE,5,284,Inventory reduction due to customer order
742,2026-01-06,12,SALE,4,284,Inventory reduction due to customer order
171,2026-01-07,8,SALE,8,32,Inventory reduction due to customer order
172,2026-01-07,5,SALE,10,32,Inventory reduction due to customer order
602,2026-01-07,13,SALE,3,224,Inventory reduction due to customer order
603,2026-01-07,23,SALE,6,224,Inventory reduction due to customer order
772,2026-01-07,26,SALE,9,298,Inventory reduction due to customer order
773,2026-01-07,23,SALE,6,298,Inventory reduction due to customer order
774,2026-01-07,12,SALE,9,298,Inventory reduction due to customer order
775,2026-01-07,16,SALE,7,298,Inventory reduction due to customer order
221,2026-01-08,28,SALE,9,58,Inventory reduction due to customer order
222,2026-01-08,17,SALE,7,58,Inventory reduction due to customer order
223,2026-01-08,27,SALE,4,58,Inventory reduction due to customer order
224,2026-01-08,1,SALE,6,58,Inventory reduction due to customer order
263,2026-01-08,10,SALE,8,77,Inventory reduction due to customer order
359,2026-01-08,3,SALE,3,119,Inventory reduction due to customer order
