order_item_id,order_id,product_id,quantity,unit_price,discount_pct
288,117,20,7,439.55,0
289,117,6,10,227.32,0
290,118,18,7,280.12,0
291,119,3,3,145.49,0
292,119,19,5,162.54,5
293,119,22,3,49.55,10
294,120,27,9,34.94,0
295,120,5,7,250.92,10
296,120,22,6,49.55,0
297,121,11,8,412.22,0
298,121,25,4,307.03,0
299,122,17,9,169.96,10
300,123,20,3,439.55,0
301,123,13,3,133.56,10
302,124,22,8,49.55,10
303,124,24,5,333.71,5
304,124,8,4,208.05,10
305,125,29,10,321.66,5
306,125,27,8,34.94,0
307,125,7,7,444.95,10
308,125,12,9,371.06,5
309,126,28,1,386.43,5
310,126,9,6,80.19,10
311,127,3,5,145.49,5
312,127,25,9,307.03,0
313,127,6,7,227.32,0
314,128,14,1,188.01,5
315,129,12,4,371.06,0
316,130,26,5,164.96,5
317,130,5,3,250.92,5
318,130,2,8,80.67,10
319,131,27,9,34.94,10
320,131,5,9,250.92,5
321,132,2,4,80.67,5
322,133,27,8,34.94,10
323,134,23,5,424.29,5
324,134,5,1,250.92,10
325,135,22,9,49.55,0
326,135,3,2,145.49,10
327,136,13,8,133.56,0
328,137,24,2,333.71,0
329,137,1,4,11.69,0
330,137,12,10,371.06,0
331,138,27,8,34.94,5
332,138,21,3,275.07,0
333,138,6,2,227.32,5
334,139,29,6,321.66,0
335,139,2,9,80.67,5
336,140,10,1,191.44,0
337,140,12,5,371.06,0
338,141,29,8,321.66,5
339,141,13,6,133.56,10
340,141,11,5,412.22,0
341,141,6,7,227.32,0
342,142,18,6,280.12,0
343,142,10,2,191.44,0
344,143,6,8,227.32,0
345,143,23,6,424.29,10
346,143,15,7,68.0,0
347,143,12,1,371.06,0
348,144,1,10,11.69,5
349,144,5,1,250.92,0
350,145,12,1,371.06,10
351,145,13,3,133.56,5
352,145,19,6,162.54,0
353,146,13,5,133.56,0
354,146,11,2,412.22,0
355,146,21,3,275.07,5
356,147,9,5,80.19,5
357,148,7,2,444.95,5
358,148,4,3,349.61,5
359,148,5,2,250.92,0
360,148,28,6,386.43,0
361,149,28,3,386.43,0
362,149,6,9,227.32,0
363,149,23,2,424.29,0
364,150,12,9,371.06,10
365,151,20,2,439.55,0
366,151,29,5,321.66,5
367,152,27,6,34.94,0
368,152,19,8,162.54,5
369,152,3,9,145.49,0
370,152,5,3,250.92,10
371,153,14,1,188.01,0
372,153,17,9,169.96,0
373,154,12,5,371.06,0
374,154,17,5,169.96,0
375,155,20,9,439.55,0
376,155,18,10,280.12,10
377,155,3,3,145.49,0
378,156,27,1,34.94,0
379,156,30,2,322.77,0
380,156,19,10,162.54,0
381,157,20,9,439.55,0
382,157,21,5,275.07,5
383,157,1,4,11.69,5
384,157,16,5,179.17,5
385,158,16,10,179.17,0
386,158,15,6,68.0,0
387,158,7,6,444.95,5
388,158,11,3,412.22,0
389,159,15,5,68.0,5
390,159,4,4,349.61,0
391,160,28,3,386.43,0
392,160,20,10,439.55,0
393,160,14,4,188.01,0
394,160,8,8,208.05,10
395,161,1,8,11.69,0
396,161,3,4,145.49,10
397,161,13,6,133.56,0
398,161,17,1,169.96,0
399,162,10,2,191.44,5
400,162,18,3,280.12,0
401,162,1,6,11.69,5
402,162,28,6,386.43,0
403,163,12,5,371.06,0
404,163,18,7,280.12,10
405,164,5,2,250.92,5
406,165,25,10,307.03,10
407,165,5,7,250.92,10
408,165,7,1,444.95,0
409,166,17,9,169.96,0
410,166,15,6,68.0,10
411,166,5,6,250.92,0
412,166,20,7,439.55,10
413,167,23,1,424.29,0
414,167,19,6,162.54,0
415,167,10,7,191.44,10
416,167,16,5,179.17,0
417,168,24,10,333.71,5
418,168,2,3,80.67,10
419,169,5,1,250.92,10
420,169,27,2,34.94,0
421,169,22,1,49.55,5
422,169,8,6,208.05,5
423,170,17,8,169.96,0
424,170,25,3,307.03,10
425,170,20,4,439.55,10
426,170,30,6,322.77,5
427,171,15,9,68.0,0
428,171,30,9,322.77,0
429,172,8,9,208.05,0
430,172,9,4,80.19,0
431,173,11,5,412.22,0
432,173,16,2,179.17,10
433,173,12,9,371.06,5
434,173,18,7,280.12,0
435,174,12,8,371.06,0
436,175,30,5,322.77,0
437,175,18,2,280.12,10
438,175,23,10,424.29,0
439,176,21,1,275.07,0
440,176,8,7,208.05,0
441,177,1,3,11.69,5
442,177,18,8,280.12,5
443,178,11,1,412.22,0
444,178,10,10,191.44,0
445,178,21,9,275.07,0
446,179,30,7,322.77,5
447,179,2,3,80.67,0
448,180,30,6,322.77,0
449,181,28,8,386.43,0
450,181,17,4,169.96,0
451,182,23,6,424.29,0
452,182,6,10,227.32,0
453,182,1,3,11.69,10
454,183,3,2,145.49,0
455,183,13,3,133.56,5
456,183,22,6,49.55,0
457,184,25,10,307.03,10
458,184,9,1,80.19,0
459,184,11,6,412.22,0
460,184,10,1,191.44,0
461,185,23,5,424.29,0
462,185,4,10,349.61,0
463,185,21,4,275.07,0
464,186,14,8,188.01,10
465,186,23,4,424.29,0
466,186,18,10,280.12,0
467,187,3,2,145.49,0
468,187,30,9,322.77,10
469,187,19,4,162.54,10
470,188,4,10,349.61,5
471,188,22,2,49.55,10
472,188,7,8,444.95,0
473,188,23,8,424.29,0
474,189,18,8,280.12,0
475,190,24,4,333.71,10
476,191,18,1,280.12,0
477,192,25,7,307.03,0
478,192,5,7,250.92,5
479,193,21,6,275.07,0
480,193,28,3,386.43,10
481,194,27,1,34.94,0
482,194,1,8,11.69,10
483,195,8,6,208.05,0
484,195,15,5,68.0,0
485,196,20,1,439.55,0
486,196,25,4,307.03,0
487,196,30,2,322.77,10
488,196,29,1,321.66,5
489,197,13,8,133.56,0
490,198,5,9,250.92,0
491,199,8,3,208.05,10
492,199,10,4,191.44,5
493,199,29,5,321.66,0
494,200,21,7,275.07,10
495,200,22,8,49.55,0
496,201,23,5,424.29,5
497,201,14,3,188.01,10
498,201,5,8,250.92,0
499,202,26,1,164.96,10
500,202,15,7,68.0,5
501,203,9,6,80.19,0
502,203,7,8,444.95,0
503,204,2,7,80.67,10
504,204,9,10,80.19,0
505,205,16,6,179.17,0
506,205,7,1,444.95,0
507,206,30,4,322.77,5
508,206,8,4,208.05,10
509,206,23,6,424.29,0
510,206,20,7,439.55,5
511,207,17,8,169.96,0
512,207,29,8,321.66,0
513,207,16,4,179.17,0
514,208,24,1,333.71,0
515,208,5,9,250.92,10
516,209,11,7,412.22,10
517,209,8,4,208.05,5
518,210,24,3,333.71,0
519,210,21,3,275.07,0
520,210,16,9,179.17,5
521,210,15,3,68.0,10
522,211,27,1,34.94,0
523,212,3,3,145.49,0
524,212,23,4,424.29,10
525,213,22,9,49.55,5
526,213,16,1,179.17,0
527,213,1,9,11.69,0
528,213,18,9,280.12,0
529,214,26,2,164.96,10
530,214,30,3,322.77,0
531,214,6,4,227.32,10
532,214,4,9,349.61,0
533,215,12,7,371.06,5
534,216,10,2,191.44,0
535,216,22,2,49.55,5
536,217,21,1,275.07,0
537,218,19,9,162.54,0
538,218,28,4,386.43,0
539,218,4,10,349.61,5
540,219,29,1,321.66,0
541,219,18,6,280.12,0
542,219,19,4,162.54,10
543,220,6,10,227.32,5
544,220,19,9,162.54,0
545,220,8,7,208.05,0
546,221,2,4,80.67,0
547,221,4,6,349.61,10
548,221,14,10,188.01,10
549,222,26,4,164.96,0
550,222,15,9,68.0,5
551,222,16,7,179.17,0
552,223,25,10,307.03,0
553,224,13,3,133.56,5
554,224,23,6,424.29,0
555,225,15,5,68.0,0
556,225,12,3,371.06,0
557,225,25,3,307.03,5
558,226,4,9,349.61,0
559,226,1,10,11.69,10
560,226,3,6,145.49,5
561,226,12,1,371.06,0
562,227,19,3,162.54,5
563,227,17,3,169.96,0
564,228,3,7,145.49,0
565,228,6,7,227.32,0
566,229,24,8,333.71,10
567,229,21,10,275.07,0
568,230,13,6,133.56,10
569,231,27,3,34.94,0
570,231,28,6,386.43,10
571,231,21,4,275.07,5
572,231,20,6,439.55,0
573,232,19,7,162.54,0
574,232,26,7,164.96,0
575,232,8,2,208.05,10
576,232,11,4,412.22,10
577,233,24,8,333.71,0
578,234,27,7,34.94,5
579,235,23,7,424.29,0
580,235,14,8,188.01,10
581,236,18,9,280.12,10
582,236,2,2,80.67,0
583,236,26,4,164.96,0
584,236,12,3,371.06,10
585,237,25,2,307.03,0
586,237,11,2,412.22,0
587,237,26,4,164.96,10
588,237,14,9,188.01,10
589,238,13,10,133.56,10
590,238,15,3,68.0,0
591,238,25,1,307.03,5
592,239,4,3,349.61,0
593,240,17,6,169.96,5
594,240,16,2,179.17,5
595,241,2,2,80.67,0
596,241,26,6,164.96,0
597,241,23,3,424.29,0
598,242,18,4,280.12,5
599,242,14,3,188.01,0
600,242,15,7,68.0,5
601,243,19,4,162.54,0
602,243,14,5,188.01,0
603,243,13,10,133.56,0
604,243,1,9,11.69,0
605,244,9,8,80.19,10
606,245,19,8,162.54,10
607,245,4,3,349.61,0
608,245,12,10,371.06,10
609,245,28,2,386.43,0
610,246,6,6,227.32,0
611,247,19,7,162.54,0
612,247,13,8,133.56,10
613,248,10,8,191.44,10
614,248,5,1,250.92,0
615,248,6,1,227.32,5
616,248,11,3,412.22,0
617,249,14,8,188.01,5
618,249,22,3,49.55,0
619,249,16,10,179.17,0
620,249,23,4,424.29,0
621,250,6,10,227.32,5
622,250,25,9,307.03,10
623,250,15,2,68.0,10
624,251,18,1,280.12,5
625,251,27,9,34.94,0
626,251,25,7,307.03,0
627,252,15,5,68.0,0
628,253,25,4,307.03,0
629,254,6,4,227.32,0
630,254,20,1,439.55,10
631,254,5,6,250.92,10
632,254,26,5,164.96,10
633,255,10,9,191.44,0
634,255,19,3,162.54,5
635,255,9,1,80.19,0
636,256,8,6,208.05,0
637,256,5,7,250.92,5
638,257,13,2,133.56,5
639,257,15,9,68.0,0
640,257,3,6,145.49,5
641,257,21,8,275.07,0
642,258,24,8,333.71,0
643,259,27,6,34.94,0
644,259,7,6,444.95,10
645,259,16,10,179.17,0
646,259,9,10,80.19,5
647,260,1,3,11.69,5
648,260,4,8,349.61,0
649,260,30,7,322.77,0
650,260,28,3,386.43,0
651,261,9,3,80.19,0
652,261,3,7,145.49,0
653,261,12,4,371.06,5
654,262,7,8,444.95,0
655,263,1,2,11.69,5
656,263,23,3,424.29,5
657,263,11,2,412.22,0
658,263,27,7,34.94,0
659,264,5,3,250.92,0
660,264,13,2,133.56,10
661,264,25,10,307.03,0
662,265,21,3,275.07,5
663,265,24,10,333.71,5
664,266,25,10,307.03,5
665,266,4,6,349.61,5
666,267,8,9,208.05,10
667,268,28,5,386.43,0
668,269,10,4,191.44,5
669,269,21,7,275.07,0
670,269,2,4,80.67,5
671,269,26,10,164.96,0
672,270,5,10,250.92,5
673,270,13,6,133.56,10
674,270,28,3,386.43,5
675,271,9,4,80.19,0
676,272,14,9,188.01,10
677,272,23,10,424.29,0
678,272,13,5,133.56,0
679,272,3,5,145.49,0
680,273,18,7,280.12,10
681,273,11,2,412.22,0
682,274,2,2,80.67,5
683,274,8,2,208.05,5
684,275,4,3,349.61,0
685,275,1,3,11.69,5
686,276,6,5,227.32,0
687,276,12,1,371.06,0
688,276,5,7,250.92,0
689,277,16,8,179.17,10
690,278,12,5,371.06,0
691,278,6,10,227.32,0
692,279,8,1,208.05,5
693,280,30,1,322.77,10
694,280,28,7,386.43,0
695,281,9,10,80.19,0
696,281,27,2,34.94,10
697,281,3,1,145.49,0
698,282,3,5,145.49,0
699,282,29,6,321.66,0
700,282,15,9,68.0,5
701,282,28,1,386.43,0
702,283,24,8,333.71,0
703,283,20,10,439.55,5
704,283,8,4,208.05,10
705,284,1,1,11.69,0
706,284,8,1,208.05,5
707,284,18,5,280.12,0
708,284,12,4,371.06,10
709,285,5,5,250.92,0
710,286,23,2,424.29,10
711,286,29,2,321.66,10
712,286,12,3,371.06,5
713,286,15,2,68.0,10
714,287,8,5,208.05,0
715,287,10,7,191.44,0
716,288,7,3,444.95,10
717,289,15,9,68.0,0
718,289,11,4,412.22,5
719,289,14,5,188.01,5
720,289,4,5,349.61,0
721,290,27,1,34.94,0
722,290,23,6,424.29,0
723,290,20,2,439.55,0
724,291,9,1,80.19,5
725,291,27,8,34.94,10
726,291,6,9,227.32,0
727,292,4,1,349.61,0
728,292,1,3,11.69,0
729,293,19,10,162.54,0
730,294,29,8,321.66,0
731,294,21,2,275.07,0
732,295,6,10,227.32,5
733,296,6,3,227.32,0
734,296,12,5,371.06,5
735,296,7,3,444.95,0
736,296,30,10,322.77,10
737,297,14,1,188.01,0
738,297,29,5,321.66,5
739,297,18,3,280.12,5
740,297,16,4,179.17,10
741,298,26,9,164.96,5
742,298,23,6,424.29,10
743,298,12,9,371.06,0
744,298,16,7,179.17,0
745,299,1,5,11.69,0
746,299,29,8,321.66,10
747,300,4,4,349.61,0
748,300,8,9,208.05,0
749,301,12,3,371.06,0
750,301,30,4,322.77,10
751,301,27,6,34.94,0
752,301,28,10,386.43,0
753,302,19,8,162.54,10
754,302,7,5,444.95,0
755,303,20,1,439.55,10
756,303,8,8,208.05,0
757,304,11,3,412.22,0
758,304,23,1,424.29,0
759,305,25,9,307.03,0
760,305,4,2,349.61,0
761,306,10,3,191.44,5
762,306,11,8,412.22,0
763,306,5,3,250.92,10
764,307,22,3,49.55,5
765,307,19,5,162.54,0
766,308,28,3,386.43,10
767,308,25,6,307.03,10
768,308,19,4,162.54,10
769,308,2,2,80.67,5
770,309,12,3,371.06,0
771,309,11,6,412.22,5
772,310,12,5,371.06,0
773,311,6,7,227.32,0
774,311,29,9,321.66,5
775,311,14,2,188.01,5
776,311,16,10,179.17,0
777,312,10,1,191.44,0
778,313,29,3,321.66,0
779,313,13,9,133.56,0
780,314,23,3,424.29,10
781,314,1,7,11.69,0
782,314,14,1,188.01,0
783,314,21,6,275.07,0
784,315,22,2,49.55,0
785,315,10,7,191.44,10
786,315,8,9,208.05,5
787,316,3,10,145.49,5
788,316,10,4,191.44,0
789,316,27,1,34.94,0
790,316,22,3,49.55,0
791,317,26,8,164.96,0
792,317,13,2,133.56,10
793,317,16,7,179.17,0
794,318,2,5,80.67,10
795,318,9,1,80.19,0
796,318,15,2,68.0,0
797,318,8,6,208.05,10
798,319,27,7,34.94,10
799,320,19,5,162.54,0
800,320,29,7,321.66,0
801,320,8,9,208.05,10
802,320,16,9,179.17,10
803,321,6,1,227.32,5
804,321,7,2,444.95,5
805,321,26,4,164.96,0
806,321,5,10,250.92,0
807,322,18,9,280.12,5
808,322,11,1,412.22,10
809,322,28,10,386.43,10
810,322,9,7,80.19,0
811,323,30,2,322.77,10
812,324,29,7,321.66,5
813,324,14,10,188.01,10
814,324,9,8,80.19,0
815,325,2,4,80.67,0
816,325,13,8,133.56,0
817,325,29,6,321.66,0
818,325,11,6,412.22,0
819,326,28,4,386.43,0
820,327,9,10,80.19,0
821,327,24,4,333.71,5
822,327,14,4,188.01,5
823,328,17,3,169.96,0
824,329,6,4,227.32,0
825,330,30,6,322.77,0
826,331,21,1,275.07,0
827,331,30,6,322.77,5
828,331,4,10,349.61,5
829,331,22,3,49.55,5
830,332,27,5,34.94,0
831,332,29,5,321.66,0
832,333,28,4,386.43,0
833,333,8,5,208.05,5
834,334,16,3,179.17,0
835,335,23,7,424.29,5
836,335,21,6,275.07,5
837,335,9,5,80.19,0
838,336,19,6,162.54,10
839,336,4,10,349.61,10
840,336,1,5,11.69,0
841,336,17,2,169.96,5
842,337,28,5,386.43,0
843,337,9,3,80.19,10
844,337,21,4,275.07,0
845,338,24,8,333.71,0
846,338,1,5,11.69,5
847,339,11,4,412.22,10
848,339,24,8,333.71,0
849,340,10,8,191.44,0
850,340,4,5,349.61,10
851,341,12,5,371.06,5
852,341,8,6,208.05,0
853,342,16,1,179.17,10
854,343,17,7,169.96,10
855,343,4,5,349.61,5
856,344,11,10,412.22,5
857,344,14,3,188.01,0
858,345,11,1,412.22,0
859,345,21,8,275.07,0
860,346,16,2,179.17,0
861,346,26,10,164.96,5
862,347,13,4,133.56,0
863,347,1,1,11.69,0
864,347,2,9,80.67,0
865,347,18,1,280.12,0
866,348,10,7,191.44,10
867,348,5,10,250.92,0
868,348,4,3,349.61,0
869,349,24,7,333.71,0
870,349,17,6,169.96,5
871,349,20,6,439.55,0
872,349,11,3,412.22,5
873,350,7,1,444.95,10
874,350,24,9,333.71,0
875,351,13,5,133.56,10
876,352,22,2,49.55,0
877,353,4,3,349.61,0
878,353,18,1,280.12,0
879,353,9,7,80.19,0
880,353,16,9,179.17,0
881,354,27,10,34.94,0
882,354,29,5,321.66,0
883,354,4,2,349.61,5
884,354,17,4,169.96,10
885,355,12,7,371.06,0
886,355,23,3,424.29,0
887,356,11,2,412.22,0
888,356,8,10,208.05,5
889,356,1,3,11.69,0
890,356,22,9,49.55,0
891,357,10,2,191.44,0
892,357,9,1,80.19,0
893,357,15,6,68.0,0
894,357,2,7,80.67,0
895,358,22,3,49.55,0
896,358,21,6,275.07,5
897,359,12,6,371.06,0
898,360,9,8,80.19,5
899,360,27,3,34.94,0
900,360,13,3,133.56,0
901,360,23,3,424.29,0
902,361,6,6,227.32,10
903,361,20,1,439.55,0
904,361,13,8,133.56,5
905,361,25,2,307.03,5
906,362,1,9,11.69,10
907,362,23,10,424.29,0
908,362,28,6,386.43,10
909,363,16,7,179.17,0
910,363,12,9,371.06,10
911,364,17,8,169.96,5
912,364,28,3,386.43,0
913,365,2,9,80.67,5
914,365,17,7,169.96,0
915,365,8,2,208.05,5
916,366,15,1,68.0,0
917,366,11,7,412.22,5
918,366,4,1,349.61,10
919,366,16,9,179.17,0
920,367,29,4,321.66,5
921,367,17,6,169.96,0
922,367,18,1,280.12,0
923,368,23,2,424.29,0
924,368,22,4,49.55,0
925,368,12,6,371.06,0
926,368,15,5,68.0,10
927,369,29,3,321.66,5
928,370,7,7,444.95,0
929,370,4,8,349.61,0
930,371,30,10,322.77,0
931,372,16,9,179.17,0
932,372,1,9,11.69,5
933,373,23,3,424.29,0
934,373,19,2,162.54,5
935,374,17,7,169.96,10
936,374,29,4,321.66,0
937,374,13,7,133.56,0
938,375,14,9,188.01,0
939,375,20,9,439.55,0
940,376,22,3,49.55,0
941,376,12,9,371.06,10
942,376,30,6,322.77,0
943,377,22,9,49.55,0
944,377,24,7,333.71,0
945,377,29,9,321.66,0
946,377,27,1,34.94,5
947,378,9,3,80.19,0
948,378,25,5,307.03,0
949,379,12,8,371.06,0
950,380,8,5,208.05,0
951,380,17,7,169.96,5
952,380,26,7,164.96,0
953,380,23,9,424.29,0
954,381,27,6,34.94,10
955,381,8,9,208.05,10
956,381,30,4,322.77,0
957,381,21,5,275.07,5
958,382,24,2,333.71,5
959,382,17,1,169.96,5
960,383,19,5,162.54,0
961,383,28,6,386.43,5
962,384,20,10,439.55,0
963,384,2,8,80.67,10
964,384,25,9,307.03,0
965,385,17,9,169.96,0
966,385,3,7,145.49,10
967,386,29,6,321.66,0
968,386,7,6,444.95,0
969,387,4,6,349.61,5
970,388,2,6,80.67,5
971,388,22,2,49.55,5
972,389,30,9,322.77,0
973,390,10,4,191.44,0
974,391,25,9,307.03,0
975,391,18,2,280.12,0
976,392,27,7,34.94,0
977,392,4,3,349.61,0
978,392,7,8,444.95,0
979,392,18,1,280.12,0
980,393,18,4,280.12,0
981,393,3,7,145.49,5
982,393,19,8,162.54,5
983,394,18,1,280.12,10
984,395,12,9,371.06,0
985,396,25,7,307.03,5
986,396,30,1,322.77,5
987,396,15,3,68.0,10
988,397,21,6,275.07,0
989,397,5,9,250.92,10
990,397,10,3,191.44,0
991,398,18,6,280.12,0
992,398,3,7,145.49,10
993,398,10,3,191.44,0
994,398,7,3,444.95,0
995,399,22,10,49.55,0
